accuracy,precision,recall,f1_score,AUC,AP
0.8842000342079964,0.07894736842105263,0.00015304560759106213,0.00030549898167006107,0.6919801407783887,0.1156056207754037
0.5570418340204423,0.17125121425355982,0.7374757677787981,0.2779572373481003,0.6938190900016709,0.1566443706365479
0.6282121603529321,0.18387458332726822,0.6444240383634323,0.2861122750591726,0.6863429607286761,0.15960177654118377
0.816550772333988,0.2572803241326918,0.31098867462503826,0.28159645232815966,0.6928528398019439,0.1596687152105522
0.7627675448685056,0.24373027117043222,0.5002550760126517,0.32776802874571737,0.7309289440285697,0.17970343168821004
0.8021067407446727,0.2688011666832389,0.4137332925211713,0.3258794928977558,0.748559037672033,0.17899100806855378
0.7551474187707533,0.2440369115757505,0.5329048056320783,0.33477013796529237,0.7482298957328246,0.1840498938212104
